x_mm,L_mm,r_mag,p_norm
8.116232,10.00,0.30,1.14339425
8.136273,10.00,0.30,1.00817361
8.156313,10.00,0.30,1.00391102
8.176353,10.00,0.30,1.14689129
8.196393,10.00,0.30,0.85364570
8.216433,10.00,0.30,1.24765214
8.236473,10.00,0.30,0.73540280
8.256513,10.00,0.30,1.29576241
8.276553,10.00,0.30,0.70131693
8.296593,10.00,0.30,1.28506515
8.316633,10.00,0.30,0.77085904
8.336673,10.00,0.30,1.21688866
8.356713,10.00,0.30,0.90662256
8.376754,10.00,0.30,1.10025917
8.396794,10.00,0.30,1.05700565
8.416834,10.00,0.30,0.95354154
8.436874,10.00,0.30,1.18539412
8.456914,10.00,0.30,0.80827778
8.476954,10.00,0.30,1.26987528
8.496994,10.00,0.30,0.71256058
8.517034,10.00,0.30,1.29880053
8.537074,10.00,0.30,0.71377662
8.557114,10.00,0.30,1.26854147
8.577154,10.00,0.30,0.81121781
8.597194,10.00,0.30,1.18289618
8.617234,10.00,0.30,0.95698256
8.637275,10.00,0.30,1.05371209
8.657315,10.00,0.30,1.10330382
8.677355,10.00,0.30,0.90317782
8.697395,10.00,0.30,1.21899391
8.717435,10.00,0.30,0.76829320
8.737475,10.00,0.30,1.28593211
8.757515,10.00,0.30,0.70083180
8.777555,10.00,0.30,1.29527755
8.797595,10.00,0.30,0.73726284
8.817635,10.00,0.30,1.24586882
8.837675,10.00,0.30,0.85682467
8.857715,10.00,0.30,1.14403821
8.877756,10.00,0.30,1.00725540
8.897796,10.00,0.30,1.00469694
8.917836,10.00,0.30,1.14613464
8.937876,10.00,0.30,0.85437715
8.957916,10.00,0.30,1.24716582
8.977956,10.00,0.30,0.73578938
8.997996,10.00,0.30,1.29560120
9.018036,10.00,0.30,0.70110987
9.038076,10.00,0.30,1.28524007
9.058116,10.00,0.30,0.77013872
9.078156,10.00,0.30,1.21736874
9.098196,10.00,0.30,0.90569442
9.118236,10.00,0.30,1.10096644
9.138277,10.00,0.30,1.05612477
9.158317,10.00,0.30,0.95433599
9.178357,10.00,0.30,1.18471801
9.198397,10.00,0.30,0.80893056
9.218437,10.00,0.30,1.26949291
9.238477,10.00,0.30,0.71276649
9.258517,10.00,0.30,1.29875154
9.278557,10.00,0.30,0.71337204
9.298597,10.00,0.30,1.26882310
9.318637,10.00,0.30,0.81039399
9.338677,10.00,0.30,1.18346283
9.358717,10.00,0.30,0.95604711
9.378758,10.00,0.30,1.05446754
9.398798,10.00,0.30,1.10247729
9.418838,10.00,0.30,0.90395581
9.438878,10.00,0.30,1.21840796
9.458918,10.00,0.30,0.76883199
9.478958,10.00,0.30,1.28565799
9.498998,10.00,0.30,0.70083611
9.519038,10.00,0.30,1.29534050
9.539078,10.00,0.30,0.73668492
9.559118,10.00,0.30,1.24625223
9.579158,10.00,0.30,0.85593274
9.599198,10.00,0.30,1.14468101
9.619238,10.00,0.30,1.00633666
9.639279,10.00,0.30,1.00548258
9.659319,10.00,0.30,1.14537668
9.679359,10.00,0.30,0.85510973
9.699399,10.00,0.30,1.24667777
9.719439,10.00,0.30,0.73617888
9.739479,10.00,0.30,1.29543808
9.759519,10.00,0.30,0.70090631
9.779559,10.00,0.30,1.28541314
9.799599,10.00,0.30,0.76942042
9.819639,10.00,0.30,1.21784729
9.839679,10.00,0.30,0.90476657
9.859719,10.00,0.30,1.10167279
9.879760,10.00,0.30,1.05524306
9.899800,10.00,0.30,0.95513057
9.919840,10.00,0.30,1.18404041
9.939880,10.00,0.30,0.80958505
9.959920,10.00,0.30,1.26910871
9.979960,10.00,0.30,0.71297574
10.000000,10.00,0.30,1.29870065
