L_mm,n_organoids,freq_kHz,Q_glass,Q_silicon,contrast_mid_dB_glass,contrast_mid_dB_silicon,F_min_norm_glass,F_min_norm_silicon,F_max_glass,F_max_silicon,T_coupling_741kHz
22.0661,22,739.2777,182.84,264.18,18.5579,22.4267,0.997525,0.996165,1.03186679e-02,7.13624818e-03,0.800819
22.1142,22,737.6699,182.84,264.19,18.5579,22.4267,0.997531,0.996173,1.02738207e-02,7.10523298e-03,0.800819
22.1623,22,736.0690,182.84,264.19,18.5580,22.4268,0.997536,0.996182,1.02292644e-02,7.07441886e-03,0.800819
22.2104,22,734.4751,182.84,264.19,18.5580,22.4268,0.997541,0.996190,1.01849987e-02,7.04380576e-03,0.800819
22.2585,22,732.8880,182.84,264.19,18.5580,22.4269,0.997547,0.996198,1.01410185e-02,7.01339012e-03,0.800819
22.3066,22,731.3078,182.85,264.19,18.5580,22.4269,0.997552,0.996206,1.00973230e-02,6.98317141e-03,0.800819
22.3547,22,729.7344,182.85,264.19,18.5581,22.4269,0.997557,0.996215,1.00539094e-02,6.95314774e-03,0.800819
22.4028,22,728.1677,182.85,264.19,18.5581,22.4270,0.997563,0.996223,1.00107751e-02,6.92331706e-03,0.800819
22.4509,22,726.6078,182.85,264.20,18.5581,22.4270,0.997568,0.996231,9.96791777e-03,6.89367790e-03,0.800819
22.4990,22,725.0545,182.85,264.20,18.5581,22.4270,0.997573,0.996239,9.92533559e-03,6.86422924e-03,0.800819
22.5471,23,756.3946,191.13,276.15,18.5572,22.4255,0.997348,0.995889,1.08024653e-02,7.47083006e-03,0.800819
22.5952,23,754.7845,191.13,276.15,18.5572,22.4255,0.997353,0.995898,1.07565126e-02,7.43905027e-03,0.800819
22.6433,23,753.1813,191.13,276.15,18.5572,22.4256,0.997359,0.995907,1.07108521e-02,7.40747269e-03,0.800819
22.6914,23,751.5849,191.13,276.15,18.5572,22.4256,0.997364,0.995916,1.06654821e-02,7.37609588e-03,0.800819
22.7395,23,749.9952,191.14,276.15,18.5573,22.4257,0.997370,0.995924,1.06203997e-02,7.34491816e-03,0.800819
22.7876,23,748.4122,191.14,276.16,18.5573,22.4257,0.997376,0.995933,1.05756026e-02,7.31393755e-03,0.800819
22.8357,23,746.8359,191.14,276.16,18.5573,22.4257,0.997381,0.995941,1.05310886e-02,7.28315295e-03,0.800819
22.8838,23,745.2663,191.14,276.16,18.5573,22.4258,0.997387,0.995950,1.04868543e-02,7.25256149e-03,0.800819
22.9319,23,743.7032,191.14,276.16,18.5573,22.4258,0.997392,0.995958,1.04428988e-02,7.22216311e-03,0.800819
22.9800,23,742.1466,191.14,276.16,18.5574,22.4259,0.997397,0.995967,1.03992188e-02,7.19195501e-03,0.800819
23.0281,23,740.5966,191.14,276.16,18.5574,22.4259,0.997403,0.995975,1.03558124e-02,7.16193635e-03,0.800819
23.0762,23,739.0530,191.14,276.16,18.5574,22.4259,0.997408,0.995984,1.03126766e-02,7.13210460e-03,0.800819
23.1242,23,737.5159,191.14,276.17,18.5574,22.4260,0.997414,0.995992,1.02698108e-02,7.10245964e-03,0.800819
23.1723,23,735.9851,191.14,276.17,18.5575,22.4260,0.997419,0.996000,1.02272115e-02,7.07299915e-03,0.800819
23.2204,23,734.4606,191.14,276.17,18.5575,22.4260,0.997424,0.996009,1.01848763e-02,7.04372118e-03,0.800819
23.2685,23,732.9425,191.14,276.17,18.5575,22.4261,0.997430,0.996017,1.01428030e-02,7.01462428e-03,0.800819
23.3166,23,731.4306,191.14,276.17,18.5575,22.4261,0.997435,0.996025,1.01009905e-02,6.98570779e-03,0.800819
23.3647,23,729.9250,191.14,276.17,18.5576,22.4262,0.997440,0.996033,1.00594362e-02,6.95696994e-03,0.800819
23.4128,23,728.4255,191.14,276.17,18.5576,22.4262,0.997446,0.996041,1.00181375e-02,6.92840871e-03,0.800819
23.4609,23,726.9322,191.14,276.18,18.5576,22.4262,0.997451,0.996050,9.97709256e-03,6.90002296e-03,0.800819
23.5090,24,756.9861,199.43,288.12,18.5566,22.4247,0.997225,0.995699,1.08196761e-02,7.48273256e-03,0.800819
23.5571,24,755.4406,199.43,288.13,18.5567,22.4247,0.997230,0.995708,1.07755270e-02,7.45220016e-03,0.800819
23.6052,24,753.9013,199.43,288.13,18.5567,22.4248,0.997236,0.995717,1.07316473e-02,7.42185413e-03,0.800819
23.6533,24,752.3684,199.43,288.13,18.5567,22.4248,0.997242,0.995725,1.06880353e-02,7.39169320e-03,0.800819
23.7014,24,750.8416,199.43,288.13,18.5567,22.4248,0.997247,0.995734,1.06446889e-02,7.36171596e-03,0.800819
23.7495,24,749.3211,199.43,288.13,18.5568,22.4249,0.997253,0.995743,1.06016056e-02,7.33192069e-03,0.800819
23.7976,24,747.8067,199.43,288.13,18.5568,22.4249,0.997258,0.995751,1.05587825e-02,7.30230530e-03,0.800819
23.8457,24,746.2983,199.43,288.13,18.5568,22.4250,0.997264,0.995760,1.05162193e-02,7.27286967e-03,0.800819
23.8938,24,744.7961,199.43,288.14,18.5568,22.4250,0.997270,0.995768,1.04739123e-02,7.24361120e-03,0.800819
23.9419,24,743.2999,199.43,288.14,18.5569,22.4250,0.997275,0.995777,1.04318609e-02,7.21452965e-03,0.800819
23.9900,24,741.8097,199.43,288.14,18.5569,22.4251,0.997280,0.995785,1.03900614e-02,7.18562194e-03,0.800819
24.0381,24,740.3255,199.44,288.14,18.5569,22.4251,0.997286,0.995794,1.03485131e-02,7.15688825e-03,0.800819
24.0862,24,738.8472,199.44,288.14,18.5569,22.4252,0.997291,0.995802,1.03072140e-02,7.12832692e-03,0.800819
24.1343,24,737.3747,199.44,288.14,18.5569,22.4252,0.997297,0.995811,1.02661607e-02,7.09993539e-03,0.800819
24.1824,24,735.9082,199.44,288.14,18.5570,22.4252,0.997302,0.995819,1.02253524e-02,7.07171337e-03,0.800819
24.2305,24,734.4474,199.44,288.15,18.5570,22.4253,0.997307,0.995827,1.01847870e-02,7.04365938e-03,0.800819
24.2786,24,732.9925,199.44,288.15,18.5570,22.4253,0.997313,0.995835,1.01444630e-02,7.01577232e-03,0.800819
24.3267,24,731.5433,199.44,288.15,18.5570,22.4253,0.997318,0.995844,1.01043773e-02,6.98805011e-03,0.800819
24.3747,24,730.0998,199.44,288.15,18.5571,22.4254,0.997323,0.995852,1.00645289e-02,6.96049183e-03,0.800819
24.4228,24,728.6620,199.44,288.15,18.5571,22.4254,0.997329,0.995860,1.00249160e-02,6.93309657e-03,0.800819
24.4709,24,727.2299,199.44,288.15,18.5571,22.4254,0.997334,0.995868,9.98553652e-03,6.90586266e-03,0.800819
24.5190,25,756.0452,207.72,300.10,18.5561,22.4239,0.997108,0.995518,1.07930888e-02,7.46434552e-03,0.800819
24.5671,25,754.5650,207.72,300.10,18.5562,22.4240,0.997113,0.995527,1.07508563e-02,7.43513848e-03,0.800819
24.6152,25,753.0907,207.72,300.10,18.5562,22.4240,0.997119,0.995535,1.07088715e-02,7.40610295e-03,0.800819
24.6633,25,751.6220,207.72,300.10,18.5562,22.4240,0.997125,0.995544,1.06671321e-02,7.37723714e-03,0.800819
24.7114,25,750.1592,207.72,300.10,18.5562,22.4241,0.997130,0.995553,1.06256362e-02,7.34853966e-03,0.800819
24.7595,25,748.7019,207.73,300.11,18.5563,22.4241,0.997136,0.995561,1.05843819e-02,7.32000921e-03,0.800819
24.8076,25,747.2504,207.73,300.11,18.5563,22.4241,0.997141,0.995570,1.05433673e-02,7.29164456e-03,0.800819
24.8557,25,745.8044,207.73,300.11,18.5563,22.4242,0.997147,0.995579,1.05025908e-02,7.26344454e-03,0.800819
24.9038,25,744.3641,207.73,300.11,18.5563,22.4242,0.997152,0.995587,1.04620506e-02,7.23540801e-03,0.800819
24.9519,25,742.9293,207.73,300.11,18.5564,22.4243,0.997158,0.995596,1.04217442e-02,7.20753308e-03,0.800819
25.0000,25,741.5000,207.73,300.11,18.5564,22.4243,0.997163,0.995604,1.03816702e-02,7.17981892e-03,0.800819
