L_mm,r_mag,S_mid,contrast_mid,contrast_dB
5.3333,0.0975,0.097423,1.4784,1.70
5.3333,0.1070,0.106913,1.5362,1.86
5.3333,0.1165,0.116403,1.5964,2.03
5.3333,0.1260,0.125892,1.6591,2.20
5.3333,0.1355,0.135382,1.7244,2.37
5.3333,0.1449,0.144872,1.7925,2.53
5.3333,0.1544,0.154362,1.8634,2.70
5.3333,0.1639,0.163852,1.9374,2.87
5.3333,0.1734,0.173342,2.0146,3.04
5.3333,0.1829,0.182832,2.0952,3.21
5.3333,0.1924,0.192322,2.1793,3.38
5.3333,0.2019,0.201812,2.2671,3.55
5.3333,0.2114,0.211301,2.3588,3.73
5.3333,0.2209,0.220791,2.4546,3.90
5.3333,0.2304,0.230281,2.5547,4.07
5.3333,0.2399,0.239771,2.6595,4.25
5.3333,0.2494,0.249261,2.7690,4.42
5.3333,0.2589,0.258751,2.8837,4.60
5.3333,0.2684,0.268241,3.0038,4.78
5.3333,0.2779,0.277731,3.1295,4.95
5.3333,0.2874,0.287221,3.2613,5.13
5.3333,0.2969,0.296710,3.3995,5.31
5.3333,0.3064,0.306200,3.5445,5.50
5.3333,0.3159,0.315690,3.6966,5.68
5.3333,0.3254,0.325180,3.8563,5.86
5.3333,0.3348,0.334670,4.0241,6.05
5.3333,0.3443,0.344160,4.2005,6.23
5.3333,0.3538,0.353650,4.3861,6.42
5.3333,0.3633,0.363140,4.5813,6.61
5.3333,0.3728,0.372629,4.7869,6.80
5.3333,0.3823,0.382119,5.0036,6.99
5.3333,0.3918,0.391609,5.2320,7.19
5.3333,0.4013,0.401099,5.4730,7.38
5.3333,0.4108,0.410589,5.7275,7.58
5.3333,0.4203,0.420079,5.9964,7.78
5.3333,0.4298,0.429569,6.2806,7.98
5.3333,0.4393,0.439059,6.5815,8.18
5.3333,0.4488,0.448549,6.9000,8.39
5.3333,0.4583,0.458038,7.2377,8.60
5.3333,0.4678,0.467528,7.5959,8.81
5.3333,0.4773,0.477018,7.9762,9.02
5.3333,0.4868,0.486508,8.3805,9.23
5.3333,0.4963,0.495998,8.8104,9.45
5.3333,0.5058,0.505488,9.2683,9.67
5.3333,0.5153,0.514978,9.7564,9.89
5.3333,0.5247,0.524468,10.2772,10.12
5.3333,0.5342,0.533958,10.8337,10.35
5.3333,0.5437,0.543447,11.4288,10.58
5.3333,0.5532,0.552937,12.0662,10.82
5.3333,0.5627,0.562427,12.7497,11.05
5.3333,0.5722,0.571917,13.4835,11.30
5.3333,0.5817,0.581407,14.2726,11.55
5.3333,0.5912,0.590897,15.1223,11.80
5.3333,0.6007,0.600387,16.0387,12.05
5.3333,0.6102,0.609877,17.0287,12.31
5.3333,0.6197,0.619367,18.0999,12.58
5.3333,0.6292,0.628856,19.2611,12.85
5.3333,0.6387,0.638346,20.5223,13.12
5.3333,0.6482,0.647836,21.8947,13.40
5.3333,0.6577,0.657326,23.3913,13.69
5.3333,0.6672,0.666816,25.0269,13.98
5.3333,0.6767,0.676306,26.8186,14.28
5.3333,0.6862,0.685796,28.7863,14.59
5.3333,0.6957,0.695286,30.9528,14.91
5.3333,0.7052,0.704776,33.3449,15.23
5.3333,0.7146,0.714265,35.9940,15.56
5.3333,0.7241,0.723755,38.9371,15.90
5.3333,0.7336,0.733245,42.2178,16.25
5.3333,0.7431,0.742735,45.8883,16.62
5.3333,0.7526,0.752225,50.0109,16.99
5.3333,0.7621,0.761715,54.6610,17.38
5.3333,0.7716,0.771205,59.9299,17.78
5.3333,0.7811,0.780695,65.9296,18.19
5.3333,0.7906,0.790185,72.7982,18.62
5.3333,0.8001,0.799674,80.7077,19.07
5.3333,0.8096,0.809164,89.8745,19.54
5.3333,0.8191,0.818654,100.5739,20.02
5.3333,0.8286,0.828144,113.1597,20.54
5.3333,0.8381,0.837634,128.0936,21.08
5.3333,0.8476,0.847124,145.9864,21.64
5.3333,0.8571,0.856614,167.6594,22.24
5.3333,0.8666,0.866104,194.2378,22.88
5.3333,0.8761,0.875593,227.2957,23.57
5.3333,0.8856,0.885083,269.0887,24.30
5.3333,0.8951,0.894573,322.9396,25.09
5.3333,0.9045,0.904063,393.9053,25.95
5.3333,0.9140,0.913553,489.9837,26.90
5.3333,0.9235,0.923043,624.4259,27.95
5.3333,0.9330,0.932533,820.4812,29.14
5.3333,0.9425,0.942023,1121.9997,30.50
5.3333,0.9520,0.951513,1619.8873,32.09
5.3333,0.9615,0.961002,2528.6127,34.03
5.3333,0.9710,0.970492,4459.4445,36.49
5.3333,0.9805,0.979982,9783.4548,39.90
5.3333,0.9900,0.989472,35710.4716,45.53
5.4798,0.0500,0.049973,1.2215,0.87
5.4798,0.0595,0.059462,1.2689,1.03
5.4798,0.0690,0.068952,1.3182,1.20
5.4798,0.0785,0.078442,1.3695,1.37
5.4798,0.0880,0.087932,1.4228,1.53
5.4798,0.0975,0.097421,1.4783,1.70
5.4798,0.1070,0.106911,1.5362,1.86
5.4798,0.1165,0.116401,1.5964,2.03
5.4798,0.1260,0.125891,1.6591,2.20
5.4798,0.1355,0.135380,1.7244,2.37
5.4798,0.1449,0.144870,1.7925,2.53
5.4798,0.1544,0.154360,1.8634,2.70
5.4798,0.1639,0.163850,1.9374,2.87
5.4798,0.1734,0.173339,2.0146,3.04
5.4798,0.1829,0.182829,2.0952,3.21
5.4798,0.1924,0.192319,2.1792,3.38
5.4798,0.2019,0.201809,2.2670,3.55
5.4798,0.2114,0.211298,2.3587,3.73
5.4798,0.2209,0.220788,2.4545,3.90
5.4798,0.2304,0.230278,2.5547,4.07
5.4798,0.2399,0.239768,2.6594,4.25
5.4798,0.2494,0.249257,2.7690,4.42
5.4798,0.2589,0.258747,2.8837,4.60
5.4798,0.2684,0.268237,3.0037,4.78
5.4798,0.2779,0.277727,3.1295,4.95
5.4798,0.2874,0.287216,3.2613,5.13
5.4798,0.2969,0.296706,3.3995,5.31
5.4798,0.3064,0.306196,3.5444,5.50
5.4798,0.3159,0.315686,3.6965,5.68
5.4798,0.3254,0.325175,3.8562,5.86
5.4798,0.3348,0.334665,4.0241,6.05
5.4798,0.3443,0.344155,4.2005,6.23
5.4798,0.3538,0.353645,4.3860,6.42
5.4798,0.3633,0.363134,4.5812,6.61
5.4798,0.3728,0.372624,4.7868,6.80
5.4798,0.3823,0.382114,5.0035,6.99
5.4798,0.3918,0.391604,5.2319,7.19
5.4798,0.4013,0.401093,5.4729,7.38
5.4798,0.4108,0.410583,5.7273,7.58
5.4798,0.4203,0.420073,5.9962,7.78
5.4798,0.4298,0.429563,6.2804,7.98
5.4798,0.4393,0.439052,6.5812,8.18
5.4798,0.4488,0.448542,6.8998,8.39
5.4798,0.4583,0.458032,7.2375,8.60
5.4798,0.4678,0.467522,7.5956,8.81
5.4798,0.4773,0.477011,7.9760,9.02
5.4798,0.4868,0.486501,8.3801,9.23
5.4798,0.4963,0.495991,8.8101,9.45
5.4798,0.5058,0.505481,9.2679,9.67
5.4798,0.5153,0.514970,9.7560,9.89
5.4798,0.5247,0.524460,10.2768,10.12
5.4798,0.5342,0.533950,10.8332,10.35
5.4798,0.5437,0.543439,11.4283,10.58
5.4798,0.5532,0.552929,12.0657,10.82
5.4798,0.5627,0.562419,12.7491,11.05
5.4798,0.5722,0.571909,13.4829,11.30
5.4798,0.5817,0.581398,14.2719,11.54
5.4798,0.5912,0.590888,15.1215,11.80
5.4798,0.6007,0.600378,16.0379,12.05
5.4798,0.6102,0.609868,17.0277,12.31
5.4798,0.6197,0.619357,18.0988,12.58
5.4798,0.6292,0.628847,19.2600,12.85
5.4798,0.6387,0.638337,20.5210,13.12
5.4798,0.6482,0.647827,21.8933,13.40
5.4798,0.6577,0.657316,23.3897,13.69
5.4798,0.6672,0.666806,25.0251,13.98
5.4798,0.6767,0.676296,26.8167,14.28
5.4798,0.6862,0.685786,28.7841,14.59
5.4798,0.6957,0.695275,30.9504,14.91
5.4798,0.7052,0.704765,33.3422,15.23
5.4798,0.7146,0.714255,35.9910,15.56
5.4798,0.7241,0.723745,38.9336,15.90
5.4798,0.7336,0.733234,42.2139,16.25
5.4798,0.7431,0.742724,45.8838,16.62
5.4798,0.7526,0.752214,50.0058,16.99
5.4798,0.7621,0.761704,54.6552,17.38
5.4798,0.7716,0.771193,59.9232,17.78
5.4798,0.7811,0.780683,65.9219,18.19
5.4798,0.7906,0.790173,72.7892,18.62
5.4798,0.8001,0.799663,80.6972,19.07
5.4798,0.8096,0.809152,89.8622,19.54
5.4798,0.8191,0.818642,100.5592,20.02
5.4798,0.8286,0.828132,113.1422,20.54
5.4798,0.8381,0.837622,128.0726,21.07
5.4798,0.8476,0.847111,145.9608,21.64
5.4798,0.8571,0.856601,167.6278,22.24
5.4798,0.8666,0.866091,194.1984,22.88
5.4798,0.8761,0.875581,227.2458,23.56
5.4798,0.8856,0.885070,269.0243,24.30
5.4798,0.8951,0.894560,322.8549,25.09
5.4798,0.9045,0.904050,393.7912,25.95
5.4798,0.9140,0.913540,489.8252,26.90
5.4798,0.9235,0.923029,624.1978,27.95
5.4798,0.9330,0.932519,820.1375,29.14
5.4798,0.9425,0.942009,1121.4499,30.50
5.4798,0.9520,0.951499,1618.9334,32.09
5.4798,0.9615,0.960988,2526.7521,34.03
5.4798,0.9710,0.970478,4455.0870,36.49
5.4798,0.9805,0.979968,9769.2983,39.90
5.4798,0.9900,0.989458,35611.8407,45.52
5.6263,0.0500,0.049972,1.2215,0.87
5.6263,0.0595,0.059461,1.2689,1.03
5.6263,0.0690,0.068951,1.3182,1.20
5.6263,0.0785,0.078441,1.3694,1.37
5.6263,0.0880,0.087930,1.4228,1.53
5.6263,0.0975,0.097420,1.4783,1.70
5.6263,0.1070,0.106910,1.5361,1.86
5.6263,0.1165,0.116399,1.5963,2.03
5.6263,0.1260,0.125889,1.6590,2.20
5.6263,0.1355,0.135378,1.7244,2.37
5.6263,0.1449,0.144868,1.7924,2.53
5.6263,0.1544,0.154358,1.8634,2.70
5.6263,0.1639,0.163847,1.9374,2.87
5.6263,0.1734,0.173337,2.0146,3.04
5.6263,0.1829,0.182826,2.0951,3.21
5.6263,0.1924,0.192316,2.1792,3.38
5.6263,0.2019,0.201806,2.2670,3.55
5.6263,0.2114,0.211295,2.3587,3.73
5.6263,0.2209,0.220785,2.4545,3.90
5.6263,0.2304,0.230274,2.5547,4.07
5.6263,0.2399,0.239764,2.6594,4.25
5.6263,0.2494,0.249254,2.7689,4.42
5.6263,0.2589,0.258743,2.8836,4.60
5.6263,0.2684,0.268233,3.0037,4.78
5.6263,0.2779,0.277722,3.1294,4.95
5.6263,0.2874,0.287212,3.2612,5.13
5.6263,0.2969,0.296702,3.3994,5.31
5.6263,0.3064,0.306191,3.5443,5.50
5.6263,0.3159,0.315681,3.6964,5.68
5.6263,0.3254,0.325171,3.8562,5.86
5.6263,0.3348,0.334660,4.0240,6.05
5.6263,0.3443,0.344150,4.2004,6.23
5.6263,0.3538,0.353639,4.3859,6.42
5.6263,0.3633,0.363129,4.5811,6.61
5.6263,0.3728,0.372619,4.7867,6.80
5.6263,0.3823,0.382108,5.0033,6.99
5.6263,0.3918,0.391598,5.2317,7.19
5.6263,0.4013,0.401087,5.4727,7.38
5.6263,0.4108,0.410577,5.7272,7.58
5.6263,0.4203,0.420067,5.9960,7.78
5.6263,0.4298,0.429556,6.2802,7.98
5.6263,0.4393,0.439046,6.5810,8.18
5.6263,0.4488,0.448535,6.8996,8.39
5.6263,0.4583,0.458025,7.2372,8.60
5.6263,0.4678,0.467515,7.5954,8.81
5.6263,0.4773,0.477004,7.9757,9.02
5.6263,0.4868,0.486494,8.3798,9.23
5.6263,0.4963,0.495983,8.8098,9.45
5.6263,0.5058,0.505473,9.2676,9.67
5.6263,0.5153,0.514963,9.7556,9.89
5.6263,0.5247,0.524452,10.2764,10.12
5.6263,0.5342,0.533942,10.8327,10.35
5.6263,0.5437,0.543432,11.4278,10.58
5.6263,0.5532,0.552921,12.0651,10.82
5.6263,0.5627,0.562411,12.7484,11.05
5.6263,0.5722,0.571900,13.4822,11.30
5.6263,0.5817,0.581390,14.2711,11.54
5.6263,0.5912,0.590880,15.1207,11.80
5.6263,0.6007,0.600369,16.0370,12.05
5.6263,0.6102,0.609859,17.0268,12.31
5.6263,0.6197,0.619348,18.0978,12.58
5.6263,0.6292,0.628838,19.2588,12.85
5.6263,0.6387,0.638328,20.5197,13.12
5.6263,0.6482,0.647817,21.8918,13.40
5.6263,0.6577,0.657307,23.3881,13.69
5.6263,0.6672,0.666796,25.0234,13.98
5.6263,0.6767,0.676286,26.8147,14.28
5.6263,0.6862,0.685776,28.7819,14.59
5.6263,0.6957,0.695265,30.9479,14.91
5.6263,0.7052,0.704755,33.3395,15.23
5.6263,0.7146,0.714244,35.9879,15.56
5.6263,0.7241,0.723734,38.9301,15.90
5.6263,0.7336,0.733224,42.2099,16.25
5.6263,0.7431,0.742713,45.8794,16.62
5.6263,0.7526,0.752203,50.0007,16.99
5.6263,0.7621,0.761693,54.6493,17.38
5.6263,0.7716,0.771182,59.9165,17.78
5.6263,0.7811,0.780672,65.9141,18.19
5.6263,0.7906,0.790161,72.7802,18.62
5.6263,0.8001,0.799651,80.6867,19.07
5.6263,0.8096,0.809141,89.8499,19.54
5.6263,0.8191,0.818630,100.5446,20.02
5.6263,0.8286,0.828120,113.1248,20.54
5.6263,0.8381,0.837609,128.0515,21.07
5.6263,0.8476,0.847099,145.9351,21.64
5.6263,0.8571,0.856589,167.5962,22.24
5.6263,0.8666,0.866078,194.1589,22.88
5.6263,0.8761,0.875568,227.1958,23.56
5.6263,0.8856,0.885057,268.9599,24.30
5.6263,0.8951,0.894547,322.7702,25.09
5.6263,0.9045,0.904037,393.6770,25.95
5.6263,0.9140,0.913526,489.6668,26.90
5.6263,0.9235,0.923016,623.9699,27.95
5.6263,0.9330,0.932506,819.7940,29.14
5.6263,0.9425,0.941995,1120.9006,30.50
5.6263,0.9520,0.951485,1617.9804,32.09
5.6263,0.9615,0.960974,2524.8936,34.02
5.6263,0.9710,0.970464,4450.7359,36.48
5.6263,0.9805,0.979954,9755.1726,39.89
5.6263,0.9900,0.989443,35513.6178,45.50
5.7727,0.0500,0.049971,1.2215,0.87
5.7727,0.0595,0.059461,1.2689,1.03
5.7727,0.0690,0.068950,1.3182,1.20
5.7727,0.0785,0.078440,1.3694,1.37
5.7727,0.0880,0.087929,1.4228,1.53
5.7727,0.0975,0.097418,1.4783,1.70
5.7727,0.1070,0.106908,1.5361,1.86
5.7727,0.1165,0.116397,1.5963,2.03
5.7727,0.1260,0.125887,1.6590,2.20
5.7727,0.1355,0.135376,1.7244,2.37
5.7727,0.1449,0.144866,1.7924,2.53
5.7727,0.1544,0.154355,1.8634,2.70
5.7727,0.1639,0.163845,1.9374,2.87
5.7727,0.1734,0.173334,2.0146,3.04
5.7727,0.1829,0.182824,2.0951,3.21
5.7727,0.1924,0.192313,2.1792,3.38
5.7727,0.2019,0.201803,2.2670,3.55
5.7727,0.2114,0.211292,2.3587,3.73
5.7727,0.2209,0.220782,2.4545,3.90
5.7727,0.2304,0.230271,2.5546,4.07
5.7727,0.2399,0.239761,2.6593,4.25
5.7727,0.2494,0.249250,2.7689,4.42
5.7727,0.2589,0.258739,2.8836,4.60
5.7727,0.2684,0.268229,3.0036,4.78
5.7727,0.2779,0.277718,3.1294,4.95
5.7727,0.2874,0.287208,3.2612,5.13
5.7727,0.2969,0.296697,3.3993,5.31
5.7727,0.3064,0.306187,3.5443,5.50
5.7727,0.3159,0.315676,3.6964,5.68
5.7727,0.3254,0.325166,3.8561,5.86
5.7727,0.3348,0.334655,4.0239,6.05
5.7727,0.3443,0.344145,4.2003,6.23
5.7727,0.3538,0.353634,4.3858,6.42
5.7727,0.3633,0.363124,4.5810,6.61
5.7727,0.3728,0.372613,4.7866,6.80
5.7727,0.3823,0.382103,5.0032,6.99
5.7727,0.3918,0.391592,5.2316,7.19
5.7727,0.4013,0.401082,5.4726,7.38
5.7727,0.4108,0.410571,5.7270,7.58
5.7727,0.4203,0.420060,5.9958,7.78
5.7727,0.4298,0.429550,6.2801,7.98
5.7727,0.4393,0.439039,6.5808,8.18
5.7727,0.4488,0.448529,6.8994,8.39
5.7727,0.4583,0.458018,7.2370,8.60
5.7727,0.4678,0.467508,7.5951,8.81
5.7727,0.4773,0.476997,7.9754,9.02
5.7727,0.4868,0.486487,8.3795,9.23
5.7727,0.4963,0.495976,8.8094,9.45
5.7727,0.5058,0.505466,9.2672,9.67
5.7727,0.5153,0.514955,9.7552,9.89
5.7727,0.5247,0.524445,10.2759,10.12
5.7727,0.5342,0.533934,10.8323,10.35
5.7727,0.5437,0.543424,11.4273,10.58
5.7727,0.5532,0.552913,12.0645,10.82
5.7727,0.5627,0.562403,12.7478,11.05
5.7727,0.5722,0.571892,13.4815,11.30
5.7727,0.5817,0.581381,14.2704,11.54
5.7727,0.5912,0.590871,15.1199,11.80
5.7727,0.6007,0.600360,16.0361,12.05
5.7727,0.6102,0.609850,17.0258,12.31
5.7727,0.6197,0.619339,18.0967,12.58
5.7727,0.6292,0.628829,19.2576,12.85
5.7727,0.6387,0.638318,20.5184,13.12
5.7727,0.6482,0.647808,21.8904,13.40
5.7727,0.6577,0.657297,23.3865,13.69
5.7727,0.6672,0.666787,25.0216,13.98
5.7727,0.6767,0.676276,26.8128,14.28
5.7727,0.6862,0.685766,28.7797,14.59
5.7727,0.6957,0.695255,30.9455,14.91
5.7727,0.7052,0.704745,33.3367,15.23
5.7727,0.7146,0.714234,35.9848,15.56
5.7727,0.7241,0.723724,38.9267,15.90
5.7727,0.7336,0.733213,42.2060,16.25
5.7727,0.7431,0.742702,45.8749,16.62
5.7727,0.7526,0.752192,49.9957,16.99
5.7727,0.7621,0.761681,54.6435,17.38
5.7727,0.7716,0.771171,59.9099,17.77
5.7727,0.7811,0.780660,65.9064,18.19
5.7727,0.7906,0.790150,72.7713,18.62
5.7727,0.8001,0.799639,80.6762,19.07
5.7727,0.8096,0.809129,89.8375,19.53
5.7727,0.8191,0.818618,100.5300,20.02
5.7727,0.8286,0.828108,113.1073,20.53
5.7727,0.8381,0.837597,128.0305,21.07
5.7727,0.8476,0.847087,145.9095,21.64
5.7727,0.8571,0.856576,167.5646,22.24
5.7727,0.8666,0.866066,194.1195,22.88
5.7727,0.8761,0.875555,227.1459,23.56
5.7727,0.8856,0.885044,268.8956,24.30
5.7727,0.8951,0.894534,322.6856,25.09
5.7727,0.9045,0.904023,393.5629,25.95
5.7727,0.9140,0.913513,489.5084,26.90
5.7727,0.9235,0.923002,623.7420,27.95
5.7727,0.9330,0.932492,819.4508,29.14
5.7727,0.9425,0.941981,1120.3516,30.49
5.7727,0.9520,0.951471,1617.0282,32.09
5.7727,0.9615,0.960960,2523.0371,34.02
5.7727,0.9710,0.970450,4446.3912,36.48
5.7727,0.9805,0.979939,9741.0774,39.89
5.7727,0.9900,0.989429,35415.8007,45.49
5.9192,0.0500,0.049970,1.2215,0.87
5.9192,0.0595,0.059460,1.2689,1.03
5.9192,0.0690,0.068949,1.3182,1.20
5.9192,0.0785,0.078438,1.3694,1.37
5.9192,0.0880,0.087928,1.4228,1.53
5.9192,0.0975,0.097417,1.4783,1.70
5.9192,0.1070,0.106906,1.5361,1.86
5.9192,0.1165,0.116396,1.5963,2.03
5.9192,0.1260,0.125885,1.6590,2.20
5.9192,0.1355,0.135374,1.7243,2.37
5.9192,0.1449,0.144864,1.7924,2.53
5.9192,0.1544,0.154353,1.8634,2.70
5.9192,0.1639,0.163842,1.9374,2.87
5.9192,0.1734,0.173332,2.0146,3.04
5.9192,0.1829,0.182821,2.0951,3.21
5.9192,0.1924,0.192310,2.1792,3.38
5.9192,0.2019,0.201800,2.2669,3.55
5.9192,0.2114,0.211289,2.3586,3.73
5.9192,0.2209,0.220778,2.4544,3.90
5.9192,0.2304,0.230268,2.5546,4.07
5.9192,0.2399,0.239757,2.6593,4.25
5.9192,0.2494,0.249246,2.7689,4.42
5.9192,0.2589,0.258736,2.8835,4.60
5.9192,0.2684,0.268225,3.0036,4.78
5.9192,0.2779,0.277714,3.1293,4.95
5.9192,0.2874,0.287204,3.2611,5.13
5.9192,0.2969,0.296693,3.3993,5.31
5.9192,0.3064,0.306182,3.5442,5.50
5.9192,0.3159,0.315672,3.6963,5.68
5.9192,0.3254,0.325161,3.8560,5.86
5.9192,0.3348,0.334650,4.0238,6.05
5.9192,0.3443,0.344140,4.2002,6.23
5.9192,0.3538,0.353629,4.3857,6.42
5.9192,0.3633,0.363118,4.5809,6.61
5.9192,0.3728,0.372608,4.7865,6.80
5.9192,0.3823,0.382097,5.0031,6.99
5.9192,0.3918,0.391586,5.2315,7.19
5.9192,0.4013,0.401076,5.4724,7.38
5.9192,0.4108,0.410565,5.7268,7.58
5.9192,0.4203,0.420054,5.9956,7.78
5.9192,0.4298,0.429544,6.2799,7.98
5.9192,0.4393,0.439033,6.5806,8.18
5.9192,0.4488,0.448522,6.8991,8.39
5.9192,0.4583,0.458012,7.2367,8.60
5.9192,0.4678,0.467501,7.5948,8.81
5.9192,0.4773,0.476990,7.9751,9.02
5.9192,0.4868,0.486480,8.3792,9.23
5.9192,0.4963,0.495969,8.8091,9.45
5.9192,0.5058,0.505458,9.2668,9.67
5.9192,0.5153,0.514948,9.7548,9.89
5.9192,0.5247,0.524437,10.2755,10.12
5.9192,0.5342,0.533926,10.8318,10.35
5.9192,0.5437,0.543416,11.4268,10.58
5.9192,0.5532,0.552905,12.0640,10.81
5.9192,0.5627,0.562394,12.7472,11.05
5.9192,0.5722,0.571884,13.4808,11.30
5.9192,0.5817,0.581373,14.2697,11.54
5.9192,0.5912,0.590862,15.1191,11.80
5.9192,0.6007,0.600352,16.0352,12.05
5.9192,0.6102,0.609841,17.0248,12.31
5.9192,0.6197,0.619330,18.0956,12.58
5.9192,0.6292,0.628820,19.2564,12.85
5.9192,0.6387,0.638309,20.5171,13.12
5.9192,0.6482,0.647798,21.8890,13.40
5.9192,0.6577,0.657288,23.3849,13.69
5.9192,0.6672,0.666777,25.0199,13.98
5.9192,0.6767,0.676266,26.8108,14.28
5.9192,0.6862,0.685756,28.7776,14.59
5.9192,0.6957,0.695245,30.9430,14.91
5.9192,0.7052,0.704734,33.3340,15.23
5.9192,0.7146,0.714224,35.9817,15.56
5.9192,0.7241,0.723713,38.9232,15.90
5.9192,0.7336,0.733202,42.2021,16.25
5.9192,0.7431,0.742692,45.8705,16.62
5.9192,0.7526,0.752181,49.9906,16.99
5.9192,0.7621,0.761670,54.6377,17.37
5.9192,0.7716,0.771160,59.9032,17.77
5.9192,0.7811,0.780649,65.8987,18.19
5.9192,0.7906,0.790138,72.7623,18.62
5.9192,0.8001,0.799628,80.6658,19.07
5.9192,0.8096,0.809117,89.8252,19.53
5.9192,0.8191,0.818606,100.5154,20.02
5.9192,0.8286,0.828096,113.0898,20.53
5.9192,0.8381,0.837585,128.0094,21.07
5.9192,0.8476,0.847074,145.8839,21.64
5.9192,0.8571,0.856564,167.5331,22.24
5.9192,0.8666,0.866053,194.0801,22.88
5.9192,0.8761,0.875542,227.0960,23.56
5.9192,0.8856,0.885032,268.8313,24.29
5.9192,0.8951,0.894521,322.6010,25.09
5.9192,0.9045,0.904010,393.4489,25.95
5.9192,0.9140,0.913500,489.3502,26.90
5.9192,0.9235,0.922989,623.5143,27.95
5.9192,0.9330,0.932478,819.1077,29.13
5.9192,0.9425,0.941968,1119.8030,30.49
5.9192,0.9520,0.951457,1616.0768,32.08
5.9192,0.9615,0.960946,2521.1827,34.02
5.9192,0.9710,0.970436,4442.0528,36.48
5.9192,0.9805,0.979925,9727.0128,39.88
5.9192,0.9900,0.989414,35318.3872,45.48
6.0657,0.0500,0.049970,1.2215,0.87
6.0657,0.0595,0.059459,1.2689,1.03
6.0657,0.0690,0.068948,1.3182,1.20
6.0657,0.0785,0.078437,1.3694,1.37
6.0657,0.0880,0.087926,1.4228,1.53
6.0657,0.0975,0.097416,1.4783,1.70
6.0657,0.1070,0.106905,1.5361,1.86
6.0657,0.1165,0.116394,1.5963,2.03
6.0657,0.1260,0.125883,1.6590,2.20
6.0657,0.1355,0.135372,1.7243,2.37
6.0657,0.1449,0.144862,1.7924,2.53
6.0657,0.1544,0.154351,1.8634,2.70
6.0657,0.1639,0.163840,1.9373,2.87
6.0657,0.1734,0.173329,2.0145,3.04
6.0657,0.1829,0.182818,2.0951,3.21
6.0657,0.1924,0.192308,2.1791,3.38
6.0657,0.2019,0.201797,2.2669,3.55
6.0657,0.2114,0.211286,2.3586,3.73
6.0657,0.2209,0.220775,2.4544,3.90
6.0657,0.2304,0.230264,2.5545,4.07
6.0657,0.2399,0.239754,2.6593,4.25
6.0657,0.2494,0.249243,2.7688,4.42
6.0657,0.2589,0.258732,2.8835,4.60
6.0657,0.2684,0.268221,3.0035,4.78
6.0657,0.2779,0.277710,3.1293,4.95
6.0657,0.2874,0.287199,3.2610,5.13
6.0657,0.2969,0.296689,3.3992,5.31
6.0657,0.3064,0.306178,3.5441,5.50
6.0657,0.3159,0.315667,3.6962,5.68
6.0657,0.3254,0.325156,3.8559,5.86
6.0657,0.3348,0.334645,4.0237,6.05
6.0657,0.3443,0.344135,4.2001,6.23
6.0657,0.3538,0.353624,4.3856,6.42
6.0657,0.3633,0.363113,4.5808,6.61
6.0657,0.3728,0.372602,4.7863,6.80
6.0657,0.3823,0.382091,5.0029,6.99
6.0657,0.3918,0.391581,5.2313,7.19
6.0657,0.4013,0.401070,5.4723,7.38
6.0657,0.4108,0.410559,5.7267,7.58
6.0657,0.4203,0.420048,5.9955,7.78
6.0657,0.4298,0.429537,6.2797,7.98
6.0657,0.4393,0.439027,6.5804,8.18
6.0657,0.4488,0.448516,6.8989,8.39
6.0657,0.4583,0.458005,7.2365,8.60
6.0657,0.4678,0.467494,7.5946,8.81
6.0657,0.4773,0.476983,7.9748,9.02
6.0657,0.4868,0.486473,8.3789,9.23
6.0657,0.4963,0.495962,8.8087,9.45
6.0657,0.5058,0.505451,9.2665,9.67
6.0657,0.5153,0.514940,9.7544,9.89
6.0657,0.5247,0.524429,10.2751,10.12
6.0657,0.5342,0.533918,10.8313,10.35
6.0657,0.5437,0.543408,11.4263,10.58
6.0657,0.5532,0.552897,12.0634,10.81
6.0657,0.5627,0.562386,12.7466,11.05
6.0657,0.5722,0.571875,13.4802,11.30
6.0657,0.5817,0.581364,14.2689,11.54
6.0657,0.5912,0.590854,15.1183,11.80
6.0657,0.6007,0.600343,16.0343,12.05
6.0657,0.6102,0.609832,17.0239,12.31
6.0657,0.6197,0.619321,18.0946,12.58
6.0657,0.6292,0.628810,19.2553,12.85
6.0657,0.6387,0.638300,20.5158,13.12
6.0657,0.6482,0.647789,21.8875,13.40
6.0657,0.6577,0.657278,23.3833,13.69
6.0657,0.6672,0.666767,25.0181,13.98
6.0657,0.6767,0.676256,26.8089,14.28
6.0657,0.6862,0.685746,28.7754,14.59
6.0657,0.6957,0.695235,30.9406,14.91
6.0657,0.7052,0.704724,33.3312,15.23
6.0657,0.7146,0.714213,35.9787,15.56
6.0657,0.7241,0.723702,38.9197,15.90
6.0657,0.7336,0.733191,42.1982,16.25
6.0657,0.7431,0.742681,45.8660,16.61
6.0657,0.7526,0.752170,49.9855,16.99
6.0657,0.7621,0.761659,54.6319,17.37
6.0657,0.7716,0.771148,59.8965,17.77
6.0657,0.7811,0.780637,65.8910,18.19
6.0657,0.7906,0.790127,72.7533,18.62
6.0657,0.8001,0.799616,80.6553,19.07
6.0657,0.8096,0.809105,89.8129,19.53
6.0657,0.8191,0.818594,100.5008,20.02
6.0657,0.8286,0.828083,113.0724,20.53
6.0657,0.8381,0.837573,127.9884,21.07
6.0657,0.8476,0.847062,145.8582,21.64
